9606.ENSP00000308082	9606.ENSP00000440509	0
9606.ENSP00000387672	9606.ENSP00000360709	1
9606.ENSP00000359338	9606.ENSP00000464827	0
9606.ENSP00000279259	9606.ENSP00000375268	0
9606.ENSP00000303775	9606.ENSP00000428385	0
9606.ENSP00000321853	9606.ENSP00000287777	0
9606.ENSP00000297439	9606.ENSP00000373136	0
9606.ENSP00000313833	9606.ENSP00000353219	0
9606.ENSP00000368102	9606.ENSP00000217188	0
9606.ENSP00000358040	9606.ENSP00000429099	0
9606.ENSP00000257700	9606.ENSP00000358888	0
9606.ENSP00000364505	9606.ENSP00000418601	0
9606.ENSP00000370746	9606.ENSP00000441842	0
9606.ENSP00000354901	9606.ENSP00000454340	0
9606.ENSP00000333203	9606.ENSP00000422419	0
9606.ENSP00000379051	9606.ENSP00000427973	0
9606.ENSP00000344430	9606.ENSP00000400372	0
9606.ENSP00000254193	9606.ENSP00000339017	0
9606.ENSP00000289416	9606.ENSP00000165524	0
9606.ENSP00000383148	9606.ENSP00000453449	0
9606.ENSP00000300682	9606.ENSP00000297532	0
9606.ENSP00000339723	9606.ENSP00000476107	0
9606.ENSP00000296127	9606.ENSP00000252655	0
9606.ENSP00000342805	9606.ENSP00000467353	0
9606.ENSP00000342938	9606.ENSP00000463885	0
9606.ENSP00000382707	9606.ENSP00000444054	0
9606.ENSP00000332110	9606.ENSP00000434879	0
9606.ENSP00000297991	9606.ENSP00000379008	0
9606.ENSP00000369098	9606.ENSP00000299297	0
9606.ENSP00000386657	9606.ENSP00000360683	0
9606.ENSP00000380471	9606.ENSP00000480043	0
9606.ENSP00000389554	9606.ENSP00000305995	0
9606.ENSP00000347359	9606.ENSP00000403524	0
9606.ENSP00000434262	9606.ENSP00000425967	1
9606.ENSP00000347620	9606.ENSP00000385388	0
9606.ENSP00000365672	9606.ENSP00000479284	0
9606.ENSP00000373360	9606.ENSP00000299459	0
9606.ENSP00000303351	9606.ENSP00000363134	0
9606.ENSP00000369127	9606.ENSP00000479973	0
9606.ENSP00000259457	9606.ENSP00000418695	1
9606.ENSP00000377779	9606.ENSP00000485217	0
9606.ENSP00000306033	9606.ENSP00000480583	0
9606.ENSP00000359607	9606.ENSP00000458291	0
9606.ENSP00000298585	9606.ENSP00000454592	0
9606.ENSP00000371200	9606.ENSP00000481378	0
9606.ENSP00000362763	9606.ENSP00000361645	0
9606.ENSP00000385527	9606.ENSP00000257572	0
9606.ENSP00000334974	9606.ENSP00000471757	0
9606.ENSP00000383301	9606.ENSP00000396800	0
9606.ENSP00000386123	9606.ENSP00000418875	0
9606.ENSP00000358832	9606.ENSP00000264010	0
9606.ENSP00000303775	9606.ENSP00000363463	0
9606.ENSP00000362544	9606.ENSP00000438466	0
9606.ENSP00000223862	9606.ENSP00000403891	0
9606.ENSP00000482258	9606.ENSP00000290130	1
9606.ENSP00000287156	9606.ENSP00000427869	0
9606.ENSP00000347916	9606.ENSP00000274625	0
9606.ENSP00000243103	9606.ENSP00000386717	0
9606.ENSP00000264716	9606.ENSP00000419244	0
9606.ENSP00000331640	9606.ENSP00000433695	0
9606.ENSP00000356886	9606.ENSP00000481498	0
9606.ENSP00000302562	9606.ENSP00000368334	0
9606.ENSP00000304147	9606.ENSP00000462597	0
9606.ENSP00000451029	9606.ENSP00000389975	1
9606.ENSP00000258403	9606.ENSP00000457981	0
9606.ENSP00000347298	9606.ENSP00000366860	0
9606.ENSP00000278888	9606.ENSP00000353548	0
9606.ENSP00000381631	9606.ENSP00000292301	0
9606.ENSP00000341815	9606.ENSP00000267984	0
9606.ENSP00000330247	9606.ENSP00000369371	0
9606.ENSP00000310182	9606.ENSP00000438437	0
9606.ENSP00000225729	9606.ENSP00000430400	0
9606.ENSP00000220931	9606.ENSP00000395114	0
9606.ENSP00000388669	9606.ENSP00000315654	0
9606.ENSP00000383569	9606.ENSP00000443533	0
9606.ENSP00000264992	9606.ENSP00000362219	0
9606.ENSP00000216190	9606.ENSP00000384033	0
9606.ENSP00000309741	9606.ENSP00000442521	0
9606.ENSP00000302321	9606.ENSP00000300935	1
9606.ENSP00000265191	9606.ENSP00000340610	0
9606.ENSP00000303834	9606.ENSP00000482264	0
9606.ENSP00000368653	9606.ENSP00000463759	0
9606.ENSP00000385851	9606.ENSP00000388495	0
9606.ENSP00000008440	9606.ENSP00000385433	0
9606.ENSP00000355037	9606.ENSP00000447217	0
9606.ENSP00000248958	9606.ENSP00000324173	1
9606.ENSP00000228865	9606.ENSP00000482766	0
9606.ENSP00000333374	9606.ENSP00000221444	0
9606.ENSP00000242462	9606.ENSP00000274341	0
9606.ENSP00000362558	9606.ENSP00000476139	0
9606.ENSP00000255416	9606.ENSP00000478279	0
9606.ENSP00000345374	9606.ENSP00000357779	0
9606.ENSP00000320302	9606.ENSP00000427271	0
9606.ENSP00000329557	9606.ENSP00000462524	0
9606.ENSP00000428581	9606.ENSP00000439565	1
9606.ENSP00000243346	9606.ENSP00000391114	0
9606.ENSP00000252939	9606.ENSP00000378531	0
9606.ENSP00000295228	9606.ENSP00000345470	0
9606.ENSP00000366413	9606.ENSP00000463814	0
9606.ENSP00000272164	9606.ENSP00000351905	0
9606.ENSP00000249053	9606.ENSP00000337976	0
9606.ENSP00000342267	9606.ENSP00000448964	0
9606.ENSP00000344729	9606.ENSP00000393316	0
9606.ENSP00000351479	9606.ENSP00000348425	0
9606.ENSP00000357412	9606.ENSP00000331268	0
9606.ENSP00000383456	9606.ENSP00000362616	0
9606.ENSP00000397852	9606.ENSP00000363021	1
9606.ENSP00000232892	9606.ENSP00000416196	0
9606.ENSP00000376028	9606.ENSP00000406848	0
9606.ENSP00000366265	9606.ENSP00000454177	0
9606.ENSP00000270590	9606.ENSP00000398323	0
9606.ENSP00000386920	9606.ENSP00000431403	0
9606.ENSP00000323686	9606.ENSP00000345289	0
9606.ENSP00000316137	9606.ENSP00000425085	0
9606.ENSP00000377942	9606.ENSP00000333496	0
9606.ENSP00000347874	9606.ENSP00000410024	0
9606.ENSP00000384046	9606.ENSP00000270824	0
9606.ENSP00000378161	9606.ENSP00000476650	0
9606.ENSP00000363136	9606.ENSP00000370611	0
9606.ENSP00000333108	9606.ENSP00000429377	0
9606.ENSP00000376609	9606.ENSP00000482104	0
9606.ENSP00000226730	9606.ENSP00000375108	0
9606.ENSP00000333869	9606.ENSP00000419315	0
9606.ENSP00000225899	9606.ENSP00000473877	0
9606.ENSP00000264463	9606.ENSP00000296238	0
9606.ENSP00000304077	9606.ENSP00000360268	0
9606.ENSP00000276390	9606.ENSP00000318986	0
9606.ENSP00000261867	9606.ENSP00000481097	0
9606.ENSP00000007390	9606.ENSP00000430525	0
9606.ENSP00000353785	9606.ENSP00000301068	0
9606.ENSP00000246421	9606.ENSP00000385770	0
9606.ENSP00000275560	9606.ENSP00000428060	0
9606.ENSP00000362809	9606.ENSP00000362788	0
9606.ENSP00000289248	9606.ENSP00000420490	0
9606.ENSP00000354848	9606.ENSP00000477059	0
9606.ENSP00000368189	9606.ENSP00000209884	0
9606.ENSP00000175756	9606.ENSP00000380855	0
9606.ENSP00000238892	9606.ENSP00000327617	0
9606.ENSP00000312274	9606.ENSP00000368797	0
9606.ENSP00000355636	9606.ENSP00000482538	0
