3QQ9:D	3QQ9:L	1
4R7N:K	4R7N:L	1
6AZX:A	6AZX:B	1
2AK4:J	2AK4:R	1
4KXZ:E	4KXZ:N	1
3MLQ:C	3MLQ:D	1
4LRI:A	4LRI:P	1
5D50:C	5D50:H	1
1F3U:E	1F3U:G	1
3R7W:A	3R7W:B	1
6JH0:A	6JH0:C	1
4FQL:H	4FQL:L	1
2RGN:A	2RGN:B	1
6RVC:A	6RVC:B	1
4BJT:A	4BJT:C	1
3WII:H	3WII:L	1
3KXF:C	3KXF:G	1
4NC0:A	4NC0:B	1
5VX0:A	5VX0:C	1
7JR1:C	7JR1:I	1
5KYE:B	5KYE:C	1
7K75:D	7K75:I	1
4KSL:A	4KSL:D	1
6H9U:A	6H9U:B	1
3GGZ:B	3GGZ:C	1
5WSU:A	5WSU:B	1
3FM8:C	3FM8:D	1
6LUN:B	6LUN:C	1
6GHO:A	6GHO:B	1
7TUS:C	7TUS:H	1
3L89:C	3L89:N	1
5QQM:A	5QQM:B	1
1OI9:A	1OI9:B	1
2O8A:A	2O8A:I	1
4DOH:B	4DOH:R	1
3SZM:F	3SZM:H	1
5BRM:D	5BRM:F	1
3E3Q:L	3E3Q:M	1
4U6H:A	4U6H:C	1
4ZGD:K	4ZGD:O	1
2G9X:A	2G9X:C	1
4LLO:E	4LLO:G	1
6X0A:M	6X0A:m	1
4UU9:D	4UU9:H	1
6ZSH:C	6ZSH:D	1
4GGN:B	4GGN:C	1
4Z0K:A	4Z0K:B	1
2RAW:A	2RAW:B	1
4FAO:B	4FAO:C	1
4W6R:H	4W6R:L	1
4W4Z:B	4W4Z:D	1
6NYP:A	6NYP:D	1
6NYP:A	6NYP:G	1
5Y2K:B	5Y2K:G	1
6UTE:A	6UTE:D	1
5VCB:O	5VCB:Q	1
6OKQ:C	6OKQ:D	1
4U6V:H	4U6V:L	1
5E7F:A	5E7F:H	1
3H8D:C	3H8D:H	1
2IYB:C	2IYB:D	1
3K1I:A	3K1I:B	1
1SYX:E	1SYX:F	1
7LKO:A	7LKO:D	1
7F9L:G	7F9L:J	1
4Z5R:D	4Z5R:J	1
6O5O:A	6O5O:B	1
2J59:C	2J59:O	1
6ZZG:C	6ZZG:I	1
4NKD:A	4NKD:E	1
3EOY:C	3EOY:F	1
2G2S:A	2G2S:B	1
6X5E:A	6X5E:B	1
2H6Q:A	2H6Q:B	1
7O0L:A	7O0L:B	1
1BRC:E	1BRC:I	1
3SIP:A	3SIP:B	1
2DYO:A	2DYO:B	1
5MP6:H	5MP6:P	1
5D71:A	5D71:H	1
7RQP:A	7RQP:B	1
2G2U:A	2G2U:B	1
4H3H:A	4H3H:D	1
5NWD:A	5NWD:B	1
6FQA:C	6FQA:D	1
6H06:A	6H06:H	1
